889652265247,1
889652268330,1
889652265261,1
889652336282,1
889652352152,1
889652431550,1
889652213514,1
889652448473,1
889652431338,1
889652485973,1
889652431475,1
889652282879,1
889652336237,1
889652447902,1
889652448268,1
889652213422,1
889652448251,1
889652390253,1
889652390246,1
889652242637,1
889652432236,1
889652383408,1
889652383392,1
889652431178,1
889652431468,1
889652486949,1
889652431406,1
889652432342,1
889652352336,1
889652486925,1
889652242620,1
