ORDER NO	ITEMCODE	UPC CODE	STYLE	GROUP	TOTAL	RESERVED	CONFIRMED	BALANCE
ORD-00012588-2	30014477001	889652439129	GG1423O-001	Optical Frame	4	2	0	2
ORD-00012588-2	30014477003	889652439143	GG1423O-003	Optical Frame	3	2	0	1
ORD-00012588-2	30014479001	889652439853	GG1428O-001	Optical Frame	4	4	0	0
ORD-00012588-2	30014481003	889652441283	GG1402SA-003	Sunglass	2	2	0	0
ORD-00012588-2	30014487001	889652440415	GG1425S-001	Sunglass	6	4	0	2
ORD-00012588-2	30014487002	889652440422	GG1425S-002	Sunglass	4	2	0	2
ORD-00012588-2	30014487003	889652440439	GG1425S-003	Sunglass	2	2	0	0
ORD-00012588-2	30014487004	889652440446	GG1425S-004	Sunglass	4	2	0	2
ORD-00012588-2	30014487005	889652440453	GG1425S-005	Sunglass	2	2	0	0
ORD-00012588-2	30014489001	889652439969	GG1440S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014489002	889652439976	GG1440S-002	Sunglass	2	2	0	0
ORD-00012588-2	30014489005	889652440002	GG1440S-005	Sunglass	1	1	0	0
ORD-00012588-2	30014490003	889652440033	GG1441S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014490005	889652440057	GG1441S-005	Sunglass	1	1	0	0
ORD-00012588-2	30014494001	889652440262	GG1450S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014495002	889652440507	GG1468OA-002	Optical Frame	14	7	0	7
ORD-00012588-2	30014496001	889652440552	GG1466OA-001	Optical Frame	7	7	0	0
ORD-00012588-2	30014497001	889652441221	GG1403SK-001	Sunglass	2	2	0	0
ORD-00012588-2	30014497004	889652441252	GG1403SK-004	Sunglass	4	2	0	2
ORD-00012588-2	30014498003	889652441412	GG1476OK-003	Optical Frame	3	3	0	0
ORD-00012588-2	30014500001	889652441542	GG1428S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014529001	889652442303	GG1423S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014769001	889652455693	GG1492S-001	Sunglass	2	2	0	0
ORD-00012588-2	30014769004	889652455723	GG1492S-004	Sunglass	1	1	0	0
ORD-00012588-2	30014769007	889652455914	GG1492S-007	Sunglass	2	2	0	0
ORD-00012588-2	30014780001	889652470856	GG1495S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014780002	889652470863	GG1495S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014786003	889652470337	GG1508S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014786004	889652470344	GG1508S-004	Sunglass	1	1	0	0
ORD-00012588-2	30014791003	889652470122	GG1514S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014792002	889652470146	GG1515S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014794003	889652470573	GG1517S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014796003	889652470627	GG1518S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014798003	889652467559	GG1520S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014799003	889652467634	GG1521S-003	Sunglass	2	2	0	0
ORD-00012588-2	30014799005	889652467658	GG1521S-005	Sunglass	1	1	0	0
ORD-00012588-2	30014802002	889652467337	GG1523S-002	Sunglass	2	2	0	0
ORD-00012588-2	30014803001	889652467368	GG1524S-001	Sunglass	2	2	0	0
ORD-00012588-2	30014803005	889652506869	GG1524S-005	Sunglass	1	1	0	0
ORD-00012588-2	30014812004	889652468259	GG1535S-004	Sunglass	1	1	0	0
ORD-00012588-2	30014812005	889652468266	GG1535S-005	Sunglass	1	1	0	0
ORD-00012588-2	30014815002	889652467825	GG1539S-002	Sunglass	2	2	0	0
ORD-00012588-2	30014815003	889652467832	GG1539S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014815004	889652467849	GG1539S-004	Sunglass	2	2	0	0
ORD-00012588-2	30014815005	889652467856	GG1539S-005	Sunglass	1	1	0	0
ORD-00012588-2	30014820002	889652468112	GG1542S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014821002	889652468143	GG1543S-002	Sunglass	2	2	0	0
ORD-00012588-2	30014821003	889652468150	GG1543S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014822002	889652467283	GG1544S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014823002	889652467207	GG1545S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014833002	889652473123	GG1560S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014834002	889652473208	GG1561S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014834003	889652473215	GG1561S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014834004	889652473222	GG1561S-004	Sunglass	1	1	0	0
ORD-00012588-2	30014841003	889652469041	GG1570S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014842003	889652468556	GG1571S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014842004	889652468563	GG1571S-004	Sunglass	1	1	0	0
ORD-00012588-2	30014845001	889652468846	GG1574S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014845002	889652468853	GG1574S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014845003	889652468860	GG1574S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014846001	889652468877	GG1575S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014846002	889652468884	GG1575S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014846003	889652468891	GG1575S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014849004	889652468938	GG1578S-004	Sunglass	1	1	0	0
ORD-00012588-2	30014850002	889652468990	GG1579S-002	Sunglass	2	2	0	0
ORD-00012588-2	30014859004	889652467931	GG1588S-004	Sunglass	1	1	0	0
ORD-00012588-2	30014863001	889652469089	GG1591S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014863002	889652469096	GG1591S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014863003	889652469102	GG1591S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014863005	889652489537	GG1591S-005	Sunglass	1	1	0	0
ORD-00012588-2	30014864003	889652469140	GG1592S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014864004	889652469157	GG1592S-004	Sunglass	1	1	0	0
ORD-00012588-2	30014864005	889652469164	GG1592S-005	Sunglass	2	2	0	0
ORD-00012588-2	30014868004	889652472836	GG1596SK-004	Sunglass	1	1	0	0
ORD-00012588-2	30014872001	889652469683	GG1600S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014872002	889652469690	GG1600S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014876001	889652469270	GG1603S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014876003	889652469294	GG1603S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014879002	889652473413	GG1531SK-002	Sunglass	2	2	0	0
ORD-00012588-2	30014896002	889652472935	GG1499SK-002	Sunglass	2	2	0	0
ORD-00012588-2	30014900004	889652472720	GG1512SK-004	Sunglass	2	2	0	0
ORD-00012588-2	30014901004	889652473475	GG1532SA-004	Sunglass	1	1	0	0
ORD-00012588-2	30014922001	889652471327	GG1631S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014922010	889652471419	GG1631S-010	Sunglass	3	3	0	0
ORD-00012588-2	30014925004	889652471556	GG1633S-004	Sunglass	3	3	0	0
ORD-00012588-2	30014927006	889652475929	GG1634S-006	Sunglass	1	1	0	0
ORD-00012588-2	30014937002	889652473901	GG1616S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014937003	889652473918	GG1616S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014946002	889652473932	GG1617S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014946003	889652473949	GG1617S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014947002	889652474809	GG1615S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014947003	889652474816	GG1615S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014973003	889652475646	GG1637S-003	Sunglass	6	3	0	3
ORD-00012588-2	30014974002	889652475950	GG1638S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014974003	889652475967	GG1638S-003	Sunglass	1	1	0	0
ORD-00012588-2	30015101002	889652476490	GG1618SA-002	Sunglass	2	2	0	0
ORD-00012588-2	30015102001	889652476605	GG1638SA-001	Sunglass	1	1	0	0
ORD-00012588-2	30015326005	889652490618	GG1648S-005	Sunglass	1	1	0	0
ORD-00012588-2	30015326008	889652491257	GG1648S-008	Sunglass	1	1	0	0
ORD-00012588-2	30015328001	889652489902	GG1650S-001	Sunglass	1	1	0	0
ORD-00012588-2	30015328007	889652489964	GG1650S-007	Sunglass	1	1	0	0
ORD-00012588-2	30015329001	889652489971	GG1651S-001	Sunglass	1	1	0	0
ORD-00012588-2	30015329004	889652490007	GG1651S-004	Sunglass	1	1	0	0
ORD-00012588-2	30015329005	889652490021	GG1651S-005	Sunglass	1	1	0	0
ORD-00012588-2	30015329006	889652490038	GG1651S-006	Sunglass	1	1	0	0
ORD-00012588-2	30015365001	889652493497	GG1656S-001	Sunglass	1	1	0	0
ORD-00012588-2	30015372003	889652494845	GG1660S-003	Sunglass	1	1	0	0
ORD-00012588-2	30015372005	889652494869	GG1660S-005	Sunglass	1	1	0	0
ORD-00012588-2	30015635004	889652506258	GG1773S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013451002	889652392561	GG1179O-002	Optical Frame	7	6	0	1
ORD-00012588-2	30014973001	889652475622	GG1637S-001	Sunglass	6	3	0	3
ORD-00012588-2	30013872001	889652415000	GG1360O-001	Optical Frame	6	3	0	3
ORD-00012588-2	30000972012	889652439419	GG0025O-012	Optical Frame	6	3	0	3
ORD-00012588-2	30014922011	889652471426	GG1631S-011	Sunglass	4	2	0	2
ORD-00012588-2	30014922009	889652471402	GG1631S-009	Sunglass	4	2	0	2
ORD-00012588-2	30014497003	889652441245	GG1403SK-003	Sunglass	4	2	0	2
ORD-00012588-2	30014481004	889652441290	GG1402SA-004	Sunglass	4	2	0	2
ORD-00012588-2	30014433003	889652438337	GG1431S-003	Sunglass	4	2	0	2
ORD-00012588-2	30014415004	889652437835	GG1403S-004	Sunglass	4	2	0	2
ORD-00012588-2	30014412004	889652437798	GG1402S-004	Sunglass	4	2	0	2
ORD-00012588-2	30014411004	889652437750	GG1401S-004	Sunglass	4	2	0	2
ORD-00012588-2	30014411003	889652437743	GG1401S-003	Sunglass	4	2	0	2
ORD-00012588-2	30013478004	889652394503	GG1217S-004	Sunglass	2	1	0	1
ORD-00012588-2	30013476001	889652392899	GG1219O-001	Optical Frame	2	2	0	0
ORD-00012588-2	30013416003	889652394053	GG1220S-003	Sunglass	2	1	0	1
ORD-00012588-1	30000081036	889652214252	SL 28-036	Sunglass	1	0	1	0
ORD-00012588-1	30000081037	889652214269	SL 28-037	Sunglass	2	0	2	0
ORD-00012588-1	30000081041	889652285481	SL 28-041	Sunglass	3	0	3	0
ORD-00012588-1	30000081045	889652446479	SL 28-045	Sunglass	1	0	1	0
ORD-00012588-1	30000163038	889652184852	CLASSIC 11-038	Sunglass	1	0	1	0
ORD-00012588-1	30000163045	889652229485	CLASSIC 11-045	Sunglass	1	0	1	0
ORD-00012588-1	30000163055	889652329598	CLASSIC 11-055	Sunglass	1	0	1	0
ORD-00012588-1	30000164003	889652007151	SL 1-003	Sunglass	1	0	1	0
ORD-00012588-1	30000164010	889652097428	SL 1-010	Sunglass	1	0	1	0
ORD-00012588-1	30000164017	889652194042	SL 1-017	Sunglass	1	0	1	0
ORD-00012588-1	30000164020	889652205465	SL 1-020	Sunglass	2	0	2	0
ORD-00012588-1	30000164021	889652214276	SL 1-021	Sunglass	1	0	1	0
ORD-00012588-1	30000164022	889652214283	SL 1-022	Sunglass	1	0	0	1
ORD-00012588-1	30000164026	889652278452	SL 1-026	Sunglass	1	0	1	0
ORD-00012588-1	30000167033	889652194141	SL 51-033	Sunglass	1	0	1	0
ORD-00012588-1	30000167037	889652214627	SL 51-037	Sunglass	1	0	1	0
ORD-00012588-1	30000167038	889652214634	SL 51-038	Sunglass	2	0	2	0
ORD-00012588-1	30000167049	889652263083	SL 51-049	Sunglass	2	0	2	0
ORD-00012588-1	30000167051	889652264271	SL 51-051	Sunglass	3	0	3	0
ORD-00012588-1	30000167056	889652270890	SL 51-056	Sunglass	3	0	3	0
ORD-00012588-1	30000167057	889652270906	SL 51-057	Sunglass	2	0	2	0
ORD-00012588-1	30000167058	889652270913	SL 51-058	Sunglass	3	0	3	0
ORD-00012588-1	30000455011	889652264288	SL 108-011	Sunglass	1	0	1	0
ORD-00012588-1	30001194002	889652059693	SL M3-002	Sunglass	1	0	1	0
ORD-00012588-1	30001643006	889652178264	SL 181 LOULOU-006	Sunglass	1	0	1	0
ORD-00012588-1	30001643009	889652205373	SL 181 LOULOU-009	Sunglass	1	0	1	0
ORD-00012588-1	30001643013	889652282350	SL 181 LOULOU-013	Sunglass	1	0	1	0
ORD-00012588-1	30002309005	889652508702	SL 207 JERRY-005	Sunglass	1	0	1	0
ORD-00012588-1	30002309006	889652508726	SL 207 JERRY-006	Sunglass	1	0	1	0
ORD-00012588-1	30002309007	889652508740	SL 207 JERRY-007	Sunglass	1	0	1	0
ORD-00012588-1	30002309008	889652508801	SL 207 JERRY-008	Sunglass	1	0	1	0
ORD-00012588-1	30002631016	889652508818	SL 213 LILY-016	Sunglass	1	0	1	0
ORD-00012588-1	30002631017	889652508825	SL 213 LILY-017	Sunglass	1	0	1	0
ORD-00012588-1	30002631018	889652508832	SL 213 LILY-018	Sunglass	1	0	1	0
ORD-00012588-1	30002632009	889652252780	SL 214 KATE-009	Sunglass	1	0	1	0
ORD-00012588-1	30002632022	889652378428	SL 214 KATE-022	Sunglass	2	0	2	0
ORD-00012588-1	30002632024	889652445038	SL 214 KATE-024	Sunglass	1	0	1	0
ORD-00012588-1	30002632025	889652445076	SL 214 KATE-025	Sunglass	1	0	1	0
ORD-00012588-1	30002632032	889652488349	SL 214 KATE-032	Sunglass	1	0	1	0
ORD-00012588-1	30006099008	889652286211	SL M28/F-008	Sunglass	1	0	1	0
ORD-00012588-1	30006132002	889652180854	SL M28-002	Sunglass	1	0	1	0
ORD-00012588-1	30006132007	889652285962	SL M28-007	Sunglass	1	0	1	0
ORD-00012588-1	30006132008	889652286037	SL M28-008	Sunglass	1	0	1	0
ORD-00012588-1	30006133007	889652285986	SL M29-007	Sunglass	1	0	1	0
ORD-00012588-1	30006135009	889652263076	SL M31-009	Sunglass	1	0	1	0
ORD-00012588-1	30006258006	889652262864	SL M40-006	Sunglass	1	0	1	0
ORD-00012588-1	30006535002	889652205168	SL 274-002	Sunglass	2	0	1	1
ORD-00012588-1	30006535003	889652205205	SL 274-003	Sunglass	2	0	2	0
ORD-00012588-1	30006535004	889652205007	SL 274-004	Sunglass	1	0	1	0
ORD-00012588-1	30006536002	889652205144	SL 277-002	Sunglass	1	0	1	0
ORD-00012588-1	30006536003	889652205298	SL 277-003	Sunglass	2	0	2	0
ORD-00012588-1	30006536006	889652278445	SL 277-006	Sunglass	5	0	5	0
ORD-00012588-1	30006536009	889652508719	SL 277-009	Sunglass	1	0	1	0
ORD-00012588-1	30006536010	889652508733	SL 277-010	Sunglass	1	0	1	0
ORD-00012588-1	30006536011	889652508757	SL 277-011	Sunglass	1	0	1	0
ORD-00012588-1	30006536012	889652508764	SL 277-012	Sunglass	1	0	1	0
ORD-00012588-1	30006557009	889652252612	SL 276 MICA-009	Sunglass	1	0	1	0
ORD-00012588-1	30006557016	889652307596	SL 276 MICA-016	Sunglass	1	0	1	0
ORD-00012588-1	30006557017	889652312774	SL 276 MICA-017	Sunglass	1	0	1	0
ORD-00012588-1	30006557032	889652408453	SL 276 MICA-032	Sunglass	1	0	1	0
ORD-00012588-1	30007110002	889652214146	SL 281 SLIM-002	Sunglass	1	0	1	0
ORD-00012588-1	30007110003	889652214153	SL 281 SLIM-003	Sunglass	1	0	1	0
ORD-00012588-1	30007144002	889652214207	SL 1 SLIM-002	Sunglass	1	0	1	0
ORD-00012588-1	30007174004	889652213934	SL 279-004	Sunglass	1	0	1	0
ORD-00012588-1	30007174005	889652213941	SL 279-005	Sunglass	1	0	1	0
ORD-00012588-1	30007180002	889652213880	SL 280-002	Sunglass	1	0	1	0
ORD-00012588-1	30007180003	889652213958	SL 280-003	Sunglass	1	0	1	0
ORD-00012588-1	30007184003	889652217949	SL M42-003	Sunglass	1	0	1	0
ORD-00012588-1	30007184004	889652217956	SL M42-004	Sunglass	2	0	2	0
ORD-00012588-1	30007193005	889652238876	SL M41-005	Sunglass	1	0	1	0
ORD-00012588-1	30007198003	889652214603	SL 294-003	Sunglass	1	0	1	0
ORD-00012588-1	30007774001	889652233765	SL 298-001	Sunglass	1	0	1	0
ORD-00012588-1	30007774002	889652233772	SL 298-002	Sunglass	1	0	1	0
ORD-00012588-1	30007818002	889652239149	SL 301 LOULOU-002	Sunglass	1	0	1	0
ORD-00012588-1	30008018002	889652251417	SL 304-002	Sunglass	1	0	1	0
ORD-00012588-1	30008018009	889652251691	SL 304-009	Sunglass	1	0	1	0
ORD-00012588-1	30008019003	889652251868	SL 316 BETTY-003	Sunglass	3	0	3	0
ORD-00012588-1	30008020003	889652251875	SL 309-003	Sunglass	1	0	1	0
ORD-00012588-1	30008020009	889652252056	SL 309-009	Sunglass	1	0	1	0
ORD-00012588-1	30008021001	889652251776	SL 311-001	Sunglass	1	0	1	0
ORD-00012588-1	30008022004	889652251592	SL 305-004	Sunglass	1	0	0	1
ORD-00012588-1	30008023001	889652252797	CLASSIC 11 BLONDIE-001	Sunglass	1	0	1	0
ORD-00012588-1	30008024003	889652251899	SL 310-003	Sunglass	1	0	1	0
ORD-00012588-1	30008025009	889652252568	SL 308-009	Optical Frame	3	0	3	0
ORD-00012588-1	30008265005	889652285269	SL M55-005	Sunglass	2	0	2	0
ORD-00012588-1	30008266001	889652263724	SL M53-001	Sunglass	1	0	1	0
ORD-00012588-1	30008269003	889652263816	SL 318-003	Sunglass	1	0	1	0
ORD-00012588-1	30008274004	889652284729	SL 329-004	Sunglass	3	0	3	0
ORD-00012588-1	30008335007	889652329239	SL 328/K-007	Sunglass	1	0	1	0
ORD-00012588-1	30008335008	889652329284	SL 328/K-008	Sunglass	1	0	1	0
ORD-00012588-1	30008353003	889652285504	SL M57/K-003	Sunglass	1	0	1	0
ORD-00012588-1	30008364001	889652270883	SL 332-001	Sunglass	1	0	1	0
ORD-00012588-1	30008364003	889652271279	SL 332-003	Sunglass	3	0	3	0
ORD-00012588-1	30008364006	889652278490	SL 332-006	Sunglass	3	0	3	0
ORD-00012588-1	30008482002	889652275239	SL 333-002	Sunglass	2	0	2	0
ORD-00012588-1	30008482003	889652275246	SL 333-003	Sunglass	4	0	4	0
ORD-00012588-1	30008482004	889652275253	SL 333-004	Sunglass	2	0	2	0
ORD-00012588-1	30008482005	889652280943	SL 333-005	Sunglass	2	0	2	0
ORD-00012588-1	30008494001	889652275277	SL 350 SLIM-001	Sunglass	1	0	1	0
ORD-00012588-1	30008494003	889652275666	SL 350 SLIM-003	Sunglass	1	0	1	0
ORD-00012588-1	30008524003	889652275857	SL 250 SLIM-003	Sunglass	1	0	1	0
ORD-00012588-1	30008524005	889652277219	SL 250 SLIM-005	Sunglass	1	0	1	0
ORD-00012588-1	30008524006	889652277233	SL 250 SLIM-006	Sunglass	1	0	1	0
ORD-00012588-1	30008525001	889652275321	CLASSIC 11 SLIM-001	Sunglass	1	0	1	0
ORD-00012588-1	30008525002	889652275369	CLASSIC 11 SLIM-002	Sunglass	1	0	1	0
ORD-00012588-1	30008537004	889652280998	SL M60-004	Sunglass	1	0	1	0
ORD-00012588-1	30008541004	889652275437	SL 339-004	Sunglass	1	0	1	0
ORD-00012588-1	30008550001	889652275390	SL 360-001	Sunglass	1	0	1	0
ORD-00012588-1	30008550005	889652275772	SL 360-005	Sunglass	2	0	2	0
ORD-00012588-1	30008552001	889652275420	SL 356-001	Sunglass	1	0	1	0
ORD-00012588-1	30008558003	889652275499	SL 342-003	Sunglass	1	0	1	0
ORD-00012588-1	30008670002	889652280899	SL 341-002	Sunglass	1	0	1	0
ORD-00012588-1	30008670003	889652280905	SL 341-003	Sunglass	1	0	1	0
ORD-00012588-1	30008671002	889652282138	SL 340-002	Sunglass	1	0	1	0
ORD-00012588-1	30008673002	889652282312	SL M65-002	Sunglass	3	0	3	0
ORD-00012588-1	30008676001	889652282213	SL 364 MASK-001	Sunglass	1	0	1	0
ORD-00012588-1	30008955001	889652298689	SL 369 KATE-001	Sunglass	2	0	2	0
ORD-00012588-1	30008955002	889652298696	SL 369 KATE-002	Sunglass	3	0	3	0
ORD-00012588-1	30008955003	889652298719	SL 369 KATE-003	Sunglass	5	0	5	0
ORD-00012588-1	30008955004	889652298733	SL 369 KATE-004	Sunglass	6	0	6	0
ORD-00012588-1	30008956002	889652298726	SL 368 STELLA-002	Sunglass	5	0	5	0
ORD-00012588-1	30008956004	889652298870	SL 368 STELLA-004	Sunglass	6	0	6	0
ORD-00012588-1	30008957003	889652298887	SL 366 LENNY METAL-003	Sunglass	2	0	2	0
ORD-00012588-1	30009324002	889652307046	SL 384-002	Sunglass	1	0	1	0
ORD-00012588-1	30009324003	889652307053	SL 384-003	Sunglass	1	0	1	0
ORD-00012588-1	30009329003	889652307374	SL 402-003	Sunglass	1	0	0	1
ORD-00012588-1	30009329004	889652307459	SL 402-004	Sunglass	1	0	1	0
ORD-00012588-1	30009329008	889652336749	SL 402-008	Sunglass	2	0	2	0
ORD-00012588-1	30009329016	889652444987	SL 402-016	Sunglass	1	0	1	0
ORD-00012588-1	30009329017	889652444994	SL 402-017	Sunglass	1	0	1	0
ORD-00012588-1	30009329019	889652487977	SL 402-019	Sunglass	1	0	1	0
ORD-00012588-1	30009329020	889652487991	SL 402-020	Sunglass	1	0	1	0
ORD-00012588-1	30009332003	889652307381	SL 400-003	Sunglass	1	0	1	0
ORD-00012588-1	30009335007	889652307503	SL 401-007	Sunglass	1	0	1	0
ORD-00012588-1	30009353001	889652312040	SL M67/K-001	Sunglass	1	0	1	0
ORD-00012588-1	30009353004	889652312736	SL M67/K-004	Sunglass	1	0	1	0
ORD-00012588-1	30009353008	889652329260	SL M67/K-008	Sunglass	3	0	3	0
ORD-00012588-1	30009356002	889652312118	SL M69-002	Sunglass	1	0	1	0
ORD-00012588-1	30009444001	889652312491	SL 388/K WIRE-001	Sunglass	1	0	1	0
ORD-00012588-1	30009585001	889652312125	SL 408-001	Sunglass	2	0	2	0
ORD-00012588-1	30009588001	889652312804	SL 409-001	Sunglass	2	0	2	0
ORD-00012588-1	30009588002	889652312811	SL 409-002	Sunglass	2	0	2	0
ORD-00012588-1	30009588003	889652312828	SL 409-003	Sunglass	2	0	2	0
ORD-00012588-1	30009598002	889652312279	SL 410 WIRE-002	Sunglass	2	0	2	0
ORD-00012588-1	30009598004	889652312682	SL 410 WIRE-004	Sunglass	1	0	1	0
ORD-00012588-1	30009607007	889652329291	SL M75-007	Sunglass	1	0	1	0
ORD-00012588-1	30009607008	889652329307	SL M75-008	Sunglass	2	0	2	0
ORD-00012588-1	30009623002	889652312392	SL M70-002	Sunglass	1	0	0	1
ORD-00012588-1	30009878001	889652317649	SL 51 CUT-001	Sunglass	1	0	1	0
ORD-00012588-1	30009878002	889652317656	SL 51 CUT-002	Sunglass	2	0	2	0
ORD-00012588-1	30009878003	889652317762	SL 51 CUT-003	Sunglass	2	0	2	0
ORD-00012588-1	30009878004	889652317779	SL 51 CUT-004	Sunglass	2	0	2	0
ORD-00012588-1	30009950003	889652319049	SL 1-B  MASK-003	Sunglass	1	0	1	0
ORD-00012588-1	30010045002	889652320120	SL 418-002	Sunglass	2	0	2	0
ORD-00012588-1	30010045003	889652320137	SL 418-003	Sunglass	1	0	1	0
ORD-00012588-1	30010663002	889652327983	SL 424-002	Sunglass	1	0	1	0
ORD-00012588-1	30010666005	889652328706	SL 425-005	Sunglass	1	0	1	0
ORD-00012588-1	30010674002	889652327921	SL 421-002	Sunglass	1	0	1	0
ORD-00012588-1	30010684011	889652378626	SL 68-011	Sunglass	1	0	1	0
ORD-00012588-1	30010684012	889652378633	SL 68-012	Sunglass	5	0	5	0
ORD-00012588-1	30010708002	889652328263	SL 431 SLIM-002	Sunglass	1	0	1	0
ORD-00012588-1	30010708005	889652328317	SL 431 SLIM-005	Sunglass	1	0	1	0
ORD-00012588-1	30010711001	889652328140	SL 432 SLIM-001	Sunglass	1	0	1	0
ORD-00012588-1	30010711002	889652328324	SL 432 SLIM-002	Sunglass	1	0	1	0
ORD-00012588-1	30010711005	889652328560	SL 432 SLIM-005	Sunglass	1	0	1	0
ORD-00012588-1	30010727002	889652329819	SL 51 MASK-002	Sunglass	1	0	1	0
ORD-00012588-1	30010727004	889652329888	SL 51 MASK-004	Sunglass	4	0	4	0
ORD-00012588-1	30010730002	889652328348	SL M79-002	Sunglass	1	0	1	0
ORD-00012588-1	30010730003	889652328355	SL M79-003	Sunglass	1	0	1	0
ORD-00012588-1	30010736001	889652328201	SL M81-001	Sunglass	1	0	1	0
ORD-00012588-1	30010736003	889652328577	SL M81-003	Sunglass	1	0	1	0
ORD-00012588-1	30010742003	889652329826	SL M83-003	Optical Frame	2	0	2	0
ORD-00012588-1	30010751001	889652328386	SL 436-001	Sunglass	1	0	1	0
ORD-00012588-1	30011068003	889652336534	SL 450-003	Sunglass	3	0	3	0
ORD-00012588-1	30011071001	889652336541	SL 451-001	Sunglass	2	0	2	0
ORD-00012588-1	30011089007	889652378350	SL 312 M-007	Sunglass	1	0	1	0
ORD-00012588-1	30011401013	889652378510	SL 461 BETTY-013	Sunglass	3	0	3	0
ORD-00012588-1	30011401014	889652378527	SL 461 BETTY-014	Sunglass	3	0	3	0
ORD-00012588-1	30011401015	889652378558	SL 461 BETTY-015	Sunglass	3	0	3	0
ORD-00012588-1	30011401020	889652487915	SL 461 BETTY-020	Sunglass	1	0	1	0
ORD-00012588-1	30011401022	889652487984	SL 461 BETTY-022	Sunglass	1	0	1	0
ORD-00012588-1	30011402018	889652487892	SL 462 SULPICE-018	Sunglass	1	0	1	0
ORD-00012588-1	30011402020	889652487939	SL 462 SULPICE-020	Sunglass	1	0	1	0
ORD-00012588-1	30011599003	889652353906	SL 467-003	Sunglass	3	0	3	0
ORD-00012588-1	30011608002	889652354132	SL 469-002	Sunglass	1	0	1	0
ORD-00012588-1	30011614005	889652358888	SL 474-005	Sunglass	1	0	1	0
ORD-00012588-1	30011645003	889652354507	SL 475 JERRY-003	Sunglass	4	0	4	0
ORD-00012588-1	30011872001	889652359885	SL 497-001	Sunglass	1	0	1	0
ORD-00012588-1	30011872002	889652359892	SL 497-002	Sunglass	1	0	1	0
ORD-00012588-1	30011884001	889652359649	SL M89-001	Sunglass	3	0	3	0
ORD-00012588-1	30011891001	889652359663	SL M90-001	Sunglass	2	0	2	0
ORD-00012588-1	30011891004	889652359786	SL M90-004	Sunglass	2	0	2	0
ORD-00012588-1	30011895003	889652359724	SL M94-003	Sunglass	1	0	1	0
ORD-00012588-1	30011895007	889652487861	SL M94-007	Sunglass	1	0	1	0
ORD-00012588-1	30012211001	889652366067	SL 309 RIMLESS-001	Sunglass	2	0	2	0
ORD-00012588-1	30012211003	889652366081	SL 309 RIMLESS-003	Sunglass	1	0	1	0
ORD-00012588-1	30013051002	889652377179	SL 506-002	Sunglass	4	0	4	0
ORD-00012588-1	30013051005	889652377469	SL 506-005	Sunglass	2	0	2	0
ORD-00012588-1	30013052005	889652377346	SL 507-005	Sunglass	2	0	2	0
ORD-00012588-1	30013060004	889652377247	SL 511-004	Sunglass	2	0	2	0
ORD-00012588-1	30013060006	889652377407	SL 511-006	Sunglass	1	0	1	0
ORD-00012588-1	30013252012	889652488134	SL 534 SUNRISE-012	Sunglass	1	0	1	0
