ORDER NO	ITEMCODE	UPC CODE	STYLE	GROUP	TOTAL	RESERVED	CONFIRMED	BALANCE
ORD-00012588-2	30007775007	889652295183	GG0517S-007	Sunglass	1	1	0	0
ORD-00012588-2	30007776001	889652235165	GG0516S-001	Sunglass	1	1	0	0
ORD-00012588-2	30007776010	889652295190	GG0516S-010	Sunglass	1	1	0	0
ORD-00012588-2	30007781003	889652235868	GG0515S-003	Sunglass	1	1	0	0
ORD-00012588-2	30007784003	889652235059	GG0540S-003	Sunglass	1	1	0	0
ORD-00012588-2	30007784004	889652235073	GG0540S-004	Sunglass	1	1	0	0
ORD-00012588-2	30007786002	889652235851	GG0495S-002	Sunglass	1	1	0	0
ORD-00012588-2	30008089002	889652255248	GG0569S-002	Sunglass	1	1	0	0
ORD-00012588-2	30008091005	889652255767	GG0571S-005	Sunglass	1	1	0	0
ORD-00012588-2	30008095003	889652255491	GG0602S-003	Sunglass	1	1	0	0
ORD-00012588-2	30008105005	889652257501	GG0598S-005	Sunglass	1	1	0	0
ORD-00012588-2	30008116007	889652262062	GG0595S-007	Sunglass	1	1	0	0
ORD-00012588-2	30008120002	889652256009	GG0616S-002	Sunglass	1	1	0	0
ORD-00012588-2	30008159003	889652257570	GG0565S-003	Sunglass	1	1	0	0
ORD-00012588-2	30008357001	889652270074	GG0624S-001	Sunglass	1	1	0	0
ORD-00012588-2	30008358001	889652270111	GG0625S-001	Sunglass	1	1	0	0
ORD-00012588-2	30008516001	889652275062	GG0705S-001	Sunglass	1	1	0	0
ORD-00012588-2	30008562003	889652276977	GG0654S-003	Sunglass	1	1	0	0
ORD-00012588-2	30008567003	889652276557	GG0665S-003	Sunglass	1	1	0	0
ORD-00012588-2	30008569001	889652277936	GG0680S-001	Sunglass	1	1	0	0
ORD-00012588-2	30008569003	889652278216	GG0680S-003	Sunglass	1	1	0	0
ORD-00012588-2	30008569004	889652278278	GG0680S-004	Sunglass	1	1	0	0
ORD-00012588-2	30008579001	889652276571	GG0661S-001	Sunglass	2	2	0	0
ORD-00012588-2	30008584001	889652277134	GG0668S-001	Sunglass	1	1	0	0
ORD-00012588-2	30008584003	889652277189	GG0668S-003	Sunglass	1	1	0	0
ORD-00012588-2	30008591004	889652277837	GG0687S-004	Sunglass	1	1	0	0
ORD-00012588-2	30008603004	889652281339	GG0646S-004	Sunglass	2	2	0	0
ORD-00012588-2	30008610001	889652277981	GG0641S-001	Sunglass	1	1	0	0
ORD-00012588-2	30008611001	889652277998	GG0642S-001	Sunglass	1	1	0	0
ORD-00012588-2	30008613003	889652279107	GG0666S-003	Sunglass	1	1	0	0
ORD-00012588-2	30008613004	889652279121	GG0666S-004	Sunglass	1	1	0	0
ORD-00012588-2	30008621005	889652281452	GG0673S-005	Sunglass	1	1	0	0
ORD-00012588-2	30008737001	889652286792	GG0707S-001	Sunglass	1	1	0	0
ORD-00012588-2	30008740001	889652286860	GG0710S-001	Sunglass	1	1	0	0
ORD-00012588-2	30008878004	889652340616	GG0726S-004	Sunglass	1	1	0	0
ORD-00012588-2	30008878005	889652340623	GG0726S-005	Sunglass	1	1	0	0
ORD-00012588-2	30008878006	889652358215	GG0726S-006	Sunglass	1	1	0	0
ORD-00012588-2	30008878007	889652358239	GG0726S-007	Sunglass	1	1	0	0
ORD-00012588-2	30008880001	889652294469	GG0725S-001	Sunglass	1	1	0	0
ORD-00012588-2	30008881002	889652294490	GG0724S-002	Sunglass	2	2	0	0
ORD-00012588-2	30008881004	889652340630	GG0724S-004	Sunglass	2	2	0	0
ORD-00012588-2	30008882002	889652294940	GG0732S-002	Sunglass	2	2	0	0
ORD-00012588-2	30008883002	889652294964	GG0733S-002	Sunglass	1	1	0	0
ORD-00012588-2	30008883004	889652295046	GG0733S-004	Sunglass	1	1	0	0
ORD-00012588-2	30008884003	889652295015	GG0734S-003	Sunglass	1	1	0	0
ORD-00012588-2	30008884005	889652295138	GG0734S-005	Sunglass	1	1	0	0
ORD-00012588-2	30008900002	889652294667	GG0735S-002	Sunglass	1	1	0	0
ORD-00012588-2	30008926003	889652295442	GG0730O-003	Optical Frame	2	2	0	0
ORD-00012588-2	30008926004	889652295459	GG0730O-004	Optical Frame	2	2	0	0
ORD-00012588-2	30008928003	889652296302	GG0752O-003	Optical Frame	1	1	0	0
ORD-00012588-2	30008935001	889652296906	GG0756OA-001	Optical Frame	2	2	0	0
ORD-00012588-2	30008968001	889652298979	GG0777S-001	Sunglass	1	1	0	0
ORD-00012588-2	30008969007	889652299921	GG0778S-007	Sunglass	1	1	0	0
ORD-00012588-2	30009469003	889652308012	GG0789S-003	Sunglass	1	1	0	0
ORD-00012588-2	30009470003	889652308036	GG0790S-003	Sunglass	1	1	0	0
ORD-00012588-2	30009479004	889652308579	GG0808S-004	Sunglass	1	1	0	0
ORD-00012588-2	30009481003	889652309378	GG0814SK-003	Sunglass	1	1	0	0
ORD-00012588-2	30009482001	889652308425	GG0811S-001	Sunglass	1	1	0	0
ORD-00012588-2	30009485002	889652309248	GG0840S-002	Sunglass	1	1	0	0
ORD-00012588-2	30009501001	889652309446	GG0816S-001	Sunglass	1	1	0	0
ORD-00012588-2	30009511003	889652310206	GG0832S-003	Sunglass	1	1	0	0
ORD-00012588-2	30009512001	889652310268	GG0836SK-001	Sunglass	1	1	0	0
ORD-00012588-2	30009532003	889652310657	GG0846SK-003	Sunglass	1	1	0	0
ORD-00012588-2	30009534003	889652310688	GG0820S-003	Sunglass	1	1	0	0
ORD-00012588-2	30009881003	889652319926	GG0870S-003	Sunglass	1	1	0	0
ORD-00012588-2	30009966003	889652319889	GG0874S-003	Sunglass	1	1	0	0
ORD-00012588-2	30010262004	889652324722	GG0877S-004	Sunglass	1	1	0	0
ORD-00012588-2	30010355003	889652324456	GG0889S-003	Sunglass	1	1	0	0
ORD-00012588-2	30010415003	889652323961	GG0915S-003	Sunglass	1	1	0	0
ORD-00012588-2	30010418002	889652324012	GG0918S-002	Sunglass	1	1	0	0
ORD-00012588-2	30010418003	889652324173	GG0918S-003	Sunglass	1	1	0	0
ORD-00012588-2	30010492001	889652326412	GG0895S-001	Sunglass	1	1	0	0
ORD-00012588-2	30010504001	889652326535	GG0898S-001	Sunglass	1	1	0	0
ORD-00012588-2	30010529002	889652325842	GG0908S-002	Sunglass	1	1	0	0
ORD-00012588-2	30010609002	889652325811	GG0909S-002	Sunglass	1	1	0	0
ORD-00012588-2	30011117004	889652339870	GG0954S-004	Sunglass	1	1	0	0
ORD-00012588-2	30011117007	889652379715	GG0954S-007	Sunglass	1	1	0	0
ORD-00012588-2	30011141003	889652341514	GG0977S-003	Sunglass	1	1	0	0
ORD-00012588-2	30011149002	889652341538	GG0976S-002	Sunglass	1	1	0	0
ORD-00012588-2	30011170004	889652439495	GG0959O-004	Optical Frame	4	4	0	0
ORD-00012588-2	30011176003	889652341125	GG0978S-003	Sunglass	1	1	0	0
ORD-00012588-2	30011176004	889652343099	GG0978S-004	Sunglass	1	1	0	0
ORD-00012588-2	30011176005	889652358222	GG0978S-005	Sunglass	2	2	0	0
ORD-00012588-2	30011176006	889652358246	GG0978S-006	Sunglass	2	2	0	0
ORD-00012588-2	30011191004	889652341309	GG0962S-004	Sunglass	1	1	0	0
ORD-00012588-2	30011191010	889652392943	GG0962S-010	Sunglass	1	1	0	0
ORD-00012588-2	30011191012	889652438825	GG0962S-012	Sunglass	1	1	0	0
ORD-00012588-2	30011191014	889652438849	GG0962S-014	Sunglass	1	1	0	0
ORD-00012588-2	30011204002	889652340838	GG0980S-002	Sunglass	2	2	0	0
ORD-00012588-2	30011209004	889652455174	GG0983S-004	Sunglass	2	2	0	0
ORD-00012588-2	30011396002	889652345987	GG0988S-002	Sunglass	1	1	0	0
ORD-00012588-2	30011605003	889652353029	GG1041S-003	Sunglass	1	1	0	0
ORD-00012588-2	30011704004	889652355078	GG1038S-004	Sunglass	1	1	0	0
ORD-00012588-2	30011707003	889652355160	GG1039S-003	Sunglass	2	2	0	0
ORD-00012588-2	30011707004	889652355177	GG1039S-004	Sunglass	1	1	0	0
ORD-00012588-2	30011717004	889652356914	GG1023S-004	Sunglass	1	1	0	0
ORD-00012588-2	30011732001	889652356051	GG0997S-001	Sunglass	1	1	0	0
ORD-00012588-2	30011773004	889652357027	GG1022S-004	Sunglass	1	1	0	0
ORD-00012588-2	30011778003	889652357065	GG1029SA-003	Sunglass	1	1	0	0
ORD-00012588-2	30011787001	889652356686	GG1033S-001	Sunglass	1	1	0	0
ORD-00012588-2	30011787002	889652356693	GG1033S-002	Sunglass	1	1	0	0
ORD-00012588-2	30012261001	889652367897	GG1063S-001	Sunglass	2	2	0	0
ORD-00012588-2	30012264003	889652367934	GG1062S-003	Sunglass	2	2	0	0
ORD-00012588-2	30012267002	889652367972	GG1065S-002	Sunglass	1	1	0	0
ORD-00012588-2	30012721003	889652381640	GG1147S-003	Sunglass	2	2	0	0
ORD-00012588-2	30012721005	889652381718	GG1147S-005	Sunglass	1	1	0	0
ORD-00012588-2	30012724006	889652381732	GG1149S-006	Sunglass	2	2	0	0
ORD-00012588-2	30012733003	889652375915	GG1142S-003	Sunglass	1	1	0	0
ORD-00012588-2	30012737001	889652375922	GG1143S-001	Sunglass	1	1	0	0
ORD-00012588-2	30012737002	889652375939	GG1143S-002	Sunglass	2	2	0	0
ORD-00012588-2	30012749004	889652375755	GG1066S-004	Sunglass	2	2	0	0
ORD-00012588-2	30012794001	889652379029	GG1076S-001	Sunglass	1	1	0	0
ORD-00012588-2	30012794003	889652379043	GG1076S-003	Sunglass	2	2	0	0
ORD-00012588-2	30012794005	889652379296	GG1076S-005	Sunglass	1	1	0	0
ORD-00012588-2	30012797001	889652379067	GG1077S-001	Sunglass	2	2	0	0
ORD-00012588-2	30012797002	889652379074	GG1077S-002	Sunglass	1	1	0	0
ORD-00012588-2	30012813002	889652376363	GG1105S-002	Sunglass	1	1	0	0
ORD-00012588-2	30012853003	889652380124	GG1110S-003	Sunglass	1	1	0	0
ORD-00012588-2	30012868001	889652381893	GG1095S-001	Sunglass	2	2	0	0
ORD-00012588-2	30012874002	889652375304	GG1081S-002	Sunglass	1	1	0	0
ORD-00012588-2	30012891001	889652379982	GG1151S-001	Sunglass	1	1	0	0
ORD-00012588-2	30012891002	889652379999	GG1151S-002	Sunglass	1	1	0	0
ORD-00012588-2	30012891003	889652380094	GG1151S-003	Sunglass	4	4	0	0
ORD-00012588-2	30012964003	889652376011	GG1088S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013025004	889652375434	GG1071S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013026004	889652375359	GG1072S-004	Sunglass	2	2	0	0
ORD-00012588-2	30013033001	889652378497	GG1084S-001	Sunglass	2	2	0	0
ORD-00012588-2	30013033002	889652378503	GG1084S-002	Sunglass	1	1	0	0
ORD-00012588-2	30013039001	889652375717	GG1080S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013039002	889652375724	GG1080S-002	Sunglass	3	3	0	0
ORD-00012588-2	30013070002	889652381633	GG1113S-002	Sunglass	1	1	0	0
ORD-00012588-2	30013075002	889652379883	GG1096S-002	Sunglass	2	2	0	0
ORD-00012588-2	30013082004	889652379395	GG1164S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013100002	889652380148	GG1111S-002	Sunglass	2	2	0	0
ORD-00012588-2	30013230005	889652454719	GG0567SAN-005	Sunglass	1	1	0	0
ORD-00012588-2	30013230006	889652454726	GG0567SAN-006	Sunglass	1	1	0	0
ORD-00012588-2	30013237002	889652385365	GG0035SN-002	Sunglass	1	1	0	0
ORD-00012588-2	30013239011	889652407098	GG0038ON-011	Optical Frame	1	1	0	0
ORD-00012588-2	30013407003	889652392455	GG1202S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013416001	889652394039	GG1220S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013421002	889652391663	GG1174S-002	Sunglass	1	1	0	0
ORD-00012588-2	30013427001	889652391755	GG1170S-001	Sunglass	2	2	0	0
ORD-00012588-2	30013427002	889652391762	GG1170S-002	Sunglass	2	2	0	0
ORD-00012588-2	30013427004	889652391892	GG1170S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013436001	889652393865	GG1188S-001	Sunglass	2	2	0	0
ORD-00012588-2	30013436004	889652394121	GG1188S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013438001	889652393681	GG1189S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013452001	889652392578	GG1200O-001	Optical Frame	2	2	0	0
ORD-00012588-2	30013458003	889652440378	GG1210S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013467002	889652394251	GG1213O-002	Optical Frame	2	2	0	0
ORD-00012588-2	30013467003	889652394459	GG1213O-003	Optical Frame	3	3	0	0
ORD-00012588-2	30013470001	889652394268	GG1214O-001	Optical Frame	2	2	0	0
ORD-00012588-2	30013473001	889652394282	GG1215S-001	Sunglass	2	2	0	0
ORD-00012588-2	30013473003	889652394473	GG1215S-003	Sunglass	2	2	0	0
ORD-00012588-2	30013477002	889652393452	GG1218S-002	Sunglass	1	1	0	0
ORD-00012588-2	30013480002	889652394350	GG1223S-002	Sunglass	1	1	0	0
ORD-00012588-2	30013495002	889652393582	GG1235S-002	Sunglass	1	1	0	0
ORD-00012588-2	30013495003	889652393605	GG1235S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013512003	889652395364	GG1240S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013608001	889652398532	GG1243S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013609002	889652398235	GG1244S-002	Sunglass	2	2	0	0
ORD-00012588-2	30013827001	889652411323	GG0681S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013828002	889652411828	GG1262S-002	Sunglass	1	1	0	0
ORD-00012588-2	30013828004	889652411842	GG1262S-004	Sunglass	3	3	0	0
ORD-00012588-2	30013834004	889652411699	GG1264S-004	Sunglass	2	2	0	0
ORD-00012588-2	30013835003	889652411729	GG1263S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013835005	889652412412	GG1263S-005	Sunglass	2	2	0	0
ORD-00012588-2	30013836003	889652411453	GG1257S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013836004	889652411460	GG1257S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013839003	889652412221	GG1259O-003	Optical Frame	4	4	0	0
ORD-00012588-2	30013840002	889652411781	GG1261S-002	Sunglass	2	2	0	0
ORD-00012588-2	30013841003	889652412511	GG1296S-003	Sunglass	2	2	0	0
ORD-00012588-2	30013841004	889652428482	GG1296S-004	Sunglass	2	2	0	0
ORD-00012588-2	30013843001	889652412542	GG1325S-001	Sunglass	6	3	0	3
ORD-00012588-2	30013843003	889652412566	GG1325S-003	Sunglass	4	4	0	0
ORD-00012588-2	30013843004	889652412573	GG1325S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013844001	889652412641	GG1278S-001	Sunglass	2	2	0	0
ORD-00012588-2	30013844002	889652412658	GG1278S-002	Sunglass	2	2	0	0
ORD-00012588-2	30013844003	889652412665	GG1278S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013844005	889652412689	GG1278S-005	Sunglass	1	1	0	0
ORD-00012588-2	30013845001	889652412597	GG1326S-001	Sunglass	1	0	0	1
ORD-00012588-2	30013845002	889652412603	GG1326S-002	Sunglass	1	1	0	0
ORD-00012588-2	30013846003	889652412726	GG1279S-003	Sunglass	2	2	0	0
ORD-00012588-2	30013846006	889652415574	GG1279S-006	Sunglass	2	2	0	0
ORD-00012588-2	30013847001	889652412467	GG1294S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013847003	889652412481	GG1294S-003	Sunglass	2	2	0	0
ORD-00012588-2	30013847004	889652428499	GG1294S-004	Sunglass	2	2	0	0
ORD-00012588-2	30013853002	889652416069	GG1271O-002	Optical Frame	3	3	0	0
ORD-00012588-2	30013853003	889652416076	GG1271O-003	Optical Frame	3	3	0	0
ORD-00012588-2	30013855001	889652415451	GG1268S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013856002	889652414256	GG1286S-002	Sunglass	2	2	0	0
ORD-00012588-2	30013856003	889652414263	GG1286S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013856004	889652414270	GG1286S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013857003	889652415604	GG1269S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013858003	889652415635	GG1270S-003	Sunglass	3	3	0	0
ORD-00012588-2	30013860002	889652415741	GG1275SA-002	Sunglass	2	2	0	0
ORD-00012588-2	30013863002	889652411866	GG1318O-002	Optical Frame	3	3	0	0
ORD-00012588-2	30013864003	889652411910	GG1315S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013864005	889652411934	GG1315S-005	Sunglass	2	2	0	0
ORD-00012588-2	30013866002	889652411965	GG1316S-002	Sunglass	1	1	0	0
ORD-00012588-2	30013866003	889652411972	GG1316S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013866004	889652411989	GG1316S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013866005	889652411996	GG1316S-005	Sunglass	2	2	0	0
ORD-00012588-2	30013867001	889652412061	GG1314S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013867002	889652412078	GG1314S-002	Sunglass	2	2	0	0
ORD-00012588-2	30013867003	889652412085	GG1314S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013867004	889652412092	GG1314S-004	Sunglass	2	2	0	0
ORD-00012588-2	30013867005	889652412108	GG1314S-005	Sunglass	1	1	0	0
ORD-00012588-2	30013873001	889652412009	GG1320S-001	Sunglass	2	2	0	0
ORD-00012588-2	30013873002	889652412016	GG1320S-002	Sunglass	2	2	0	0
ORD-00012588-2	30013873003	889652412023	GG1320S-003	Sunglass	2	2	0	0
ORD-00012588-2	30013873004	889652428475	GG1320S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013874001	889652412757	GG1283S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013874002	889652412764	GG1283S-002	Sunglass	1	1	0	0
ORD-00012588-2	30013877003	889652412818	GG1282SA-003	Sunglass	2	2	0	0
ORD-00012588-2	30013877004	889652412825	GG1282SA-004	Sunglass	1	1	0	0
ORD-00012588-2	30013879003	889652413143	GG1341O-003	Optical Frame	3	3	0	0
ORD-00012588-2	30013884006	889652438016	GG1337S-006	Sunglass	1	1	0	0
ORD-00012588-2	30013885003	889652413228	GG1345S-003	Sunglass	3	3	0	0
ORD-00012588-2	30013885004	889652413235	GG1345S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013885006	889652438030	GG1345S-006	Sunglass	1	1	0	0
ORD-00012588-2	30013885007	889652438047	GG1345S-007	Sunglass	1	1	0	0
ORD-00012588-2	30013886005	889652413297	GG1342S-005	Sunglass	2	2	0	0
ORD-00012588-2	30013889001	889652414034	GG1333S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013889002	889652414041	GG1333S-002	Sunglass	1	1	0	0
ORD-00012588-2	30013889003	889652414058	GG1333S-003	Sunglass	2	2	0	0
ORD-00012588-2	30013889004	889652414065	GG1333S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013890001	889652413471	GG1331S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013890002	889652413488	GG1331S-002	Sunglass	2	2	0	0
ORD-00012588-2	30013890003	889652413495	GG1331S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013890004	889652413501	GG1331S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013890005	889652413518	GG1331S-005	Sunglass	2	2	0	0
ORD-00012588-2	30013890007	889652438085	GG1331S-007	Sunglass	1	1	0	0
ORD-00012588-2	30013892001	889652414096	GG1290S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013896005	889652438535	GG1309S-005	Sunglass	1	1	0	0
ORD-00012588-2	30013896007	889652438559	GG1309S-007	Sunglass	2	2	0	0
ORD-00012588-2	30013897001	889652413419	GG1311S-001	Sunglass	2	2	0	0
ORD-00012588-2	30013897002	889652413426	GG1311S-002	Sunglass	2	2	0	0
ORD-00012588-2	30013901001	889652413846	GG1298S-001	Sunglass	2	2	0	0
ORD-00012588-2	30013901002	889652413853	GG1298S-002	Sunglass	2	2	0	0
ORD-00012588-2	30013901003	889652413860	GG1298S-003	Sunglass	2	2	0	0
ORD-00012588-2	30013902002	889652414188	GG1299S-002	Sunglass	2	2	0	0
ORD-00012588-2	30013902004	889652414201	GG1299S-004	Sunglass	2	2	0	0
ORD-00012588-2	30013904003	889652413358	GG1280S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013911004	889652414164	GG1287S-004	Sunglass	2	2	0	0
ORD-00012588-2	30013913001	889652413761	GG1350S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013913003	889652413785	GG1350S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013923001	889652414782	GG1328S-001	Sunglass	2	2	0	0
ORD-00012588-2	30013923004	889652414836	GG1328S-004	Sunglass	1	1	0	0
ORD-00012588-2	30013924001	889652414706	GG1301S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013924003	889652414720	GG1301S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013931001	889652415192	GG1335S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013943001	889652415277	GG1308S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013943003	889652415291	GG1308S-003	Sunglass	1	1	0	0
ORD-00012588-2	30013949001	889652415802	GG1267S-001	Sunglass	1	1	0	0
ORD-00012588-2	30013949002	889652415819	GG1267S-002	Sunglass	1	1	0	0
ORD-00012588-2	30013949004	889652415833	GG1267S-004	Sunglass	2	2	0	0
ORD-00012588-2	30013950003	889652415550	GG1267SA-003	Sunglass	1	1	0	0
ORD-00012588-2	30013957002	889652415949	GG1281SK-002	Sunglass	1	1	0	0
ORD-00012588-2	30014003002	889652418322	GG1372S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014411002	889652437736	GG1401S-002	Sunglass	2	2	0	0
ORD-00012588-2	30014412001	889652437767	GG1402S-001	Sunglass	4	1	0	3
ORD-00012588-2	30014412002	889652437774	GG1402S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014412003	889652437781	GG1402S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014413001	889652440095	GG1405O-001	Optical Frame	2	2	0	0
ORD-00012588-2	30014413003	889652440118	GG1405O-003	Optical Frame	3	3	0	0
ORD-00012588-2	30014415002	889652437811	GG1403S-002	Sunglass	2	2	0	0
ORD-00012588-2	30014415003	889652437828	GG1403S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014416001	889652437842	GG1407S-001	Sunglass	2	2	0	0
ORD-00012588-2	30014416003	889652437866	GG1407S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014416004	889652437873	GG1407S-004	Sunglass	2	2	0	0
ORD-00012588-2	30014417001	889652437880	GG1408S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014417004	889652437910	GG1408S-004	Sunglass	1	1	0	0
ORD-00012588-2	30014417005	889652440293	GG1408S-005	Sunglass	3	3	0	0
ORD-00012588-2	30014418003	889652437941	GG1410O-003	Optical Frame	4	4	0	0
ORD-00012588-2	30014420005	889652437996	GG1411O-005	Optical Frame	7	7	0	0
ORD-00012588-2	30014421002	889652440743	GG1409SK-002	Sunglass	1	1	0	0
ORD-00012588-2	30014421004	889652440767	GG1409SK-004	Sunglass	2	2	0	0
ORD-00012588-2	30014422001	889652438269	GG1412S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014422002	889652438276	GG1412S-002	Sunglass	2	2	0	0
ORD-00012588-2	30014422003	889652438283	GG1412S-003	Sunglass	2	2	0	0
ORD-00012588-2	30014422004	889652438290	GG1412S-004	Sunglass	1	1	0	0
ORD-00012588-2	30014423002	889652439518	GG1413S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014423003	889652439525	GG1413S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014426002	889652440811	GG1416SK-002	Sunglass	1	1	0	0
ORD-00012588-2	30014426004	889652440835	GG1416SK-004	Sunglass	1	1	0	0
ORD-00012588-2	30014428001	889652439167	GG1419S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014428002	889652439174	GG1419S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014428003	889652439181	GG1419S-003	Sunglass	2	2	0	0
ORD-00012588-2	30014429001	889652440873	GG1420OK-001	Optical Frame	4	2	0	2
ORD-00012588-2	30014429003	889652440897	GG1420OK-003	Optical Frame	7	7	0	0
ORD-00012588-2	30014431001	889652438399	GG1433O-001	Optical Frame	8	8	0	0
ORD-00012588-2	30014432001	889652438351	GG1432S-001	Sunglass	2	2	0	0
ORD-00012588-2	30014433001	889652438313	GG1431S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014433002	889652438320	GG1431S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014433004	889652438344	GG1431S-004	Sunglass	2	2	0	0
ORD-00012588-2	30014434001	889652441429	GG1434S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014434002	889652441436	GG1434S-002	Sunglass	1	1	0	0
ORD-00012588-2	30014437003	889652440248	GG1436S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014438001	889652440590	GG1437S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014438002	889652440606	GG1437S-002	Sunglass	2	2	0	0
ORD-00012588-2	30014442001	889652438610	GG1443S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014443002	889652438153	GG1444S-002	Sunglass	2	2	0	0
ORD-00012588-2	30014444001	889652439327	GG1445O-001	Optical Frame	3	3	0	0
ORD-00012588-2	30014449001	889652438986	GG1449S-001	Sunglass	1	1	0	0
ORD-00012588-2	30014449002	889652438993	GG1449S-002	Sunglass	2	2	0	0
ORD-00012588-2	30014449004	889652439013	GG1449S-004	Sunglass	1	1	0	0
ORD-00012588-2	30014452003	889652440989	GG1452SK-003	Sunglass	1	1	0	0
ORD-00012588-2	30014457005	889652439280	GG1457S-005	Sunglass	1	1	0	0
ORD-00012588-2	30014460002	889652438498	GG1460S-002	Sunglass	2	2	0	0
ORD-00012588-2	30014460003	889652438504	GG1460S-003	Sunglass	2	2	0	0
ORD-00012588-2	30014463001	889652438436	GG1463S-001	Sunglass	3	3	0	0
ORD-00012588-2	30014463004	889652438467	GG1463S-004	Sunglass	2	2	0	0
ORD-00012588-2	30014463005	889652438474	GG1463S-005	Sunglass	1	1	0	0
ORD-00012588-2	30014464001	889652441078	GG1464SA-001	Sunglass	1	1	0	0
ORD-00012588-2	30014464002	889652441085	GG1464SA-002	Sunglass	2	2	0	0
ORD-00012588-2	30014472003	889652439099	GG1421S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014472004	889652439105	GG1421S-004	Sunglass	1	1	0	0
ORD-00012588-2	30014472005	889652439112	GG1421S-005	Sunglass	1	1	0	0
ORD-00012588-2	30014473003	889652439778	GG1422S-003	Sunglass	2	2	0	0
ORD-00012588-2	30014473004	889652439785	GG1422S-004	Sunglass	1	1	0	0
ORD-00012588-2	30014474001	889652439808	GG1426S-001	Sunglass	2	2	0	0
ORD-00012588-2	30014474002	889652439815	GG1426S-002	Sunglass	2	2	0	0
ORD-00012588-2	30014474003	889652439822	GG1426S-003	Sunglass	1	1	0	0
ORD-00012588-2	30014474004	889652439839	GG1426S-004	Sunglass	2	2	0	0
ORD-00012588-2	30014474005	889652439846	GG1426S-005	Sunglass	1	1	0	0
ORD-00012588-2	30014475003	889652440330	GG1427S-003	Sunglass	2	2	0	0
ORD-00012588-2	30014475005	889652440354	GG1427S-005	Sunglass	2	2	0	0
ORD-00012588-2	30014476003	889652441368	GG1430SK-003	Sunglass	1	1	0	0
ORD-00012588-2	30014476004	889652441375	GG1430SK-004	Sunglass	2	2	0	0
