843023155384,1
843023136468,1
843023103613,1
843023101374,1
843023136208,1
0843023173272,1
843023157807,1
843023157241,1
843023137199,1
843023105655,1
843023135997,1
843023136048,1
843023158804,1
843023155711,1
0843023173005,1
843023176587,1
843023172893,1
0843023173289,1
843023173203,1
843023173715,1
843023103170,1
0843023101121,1
843023176389,1
843023172848,1
843023159634,1
843023137519,1
843023172824,1
843023172954,1
843023136154,1
843023172909,1
843023172725,1
843023172718,1
843023172794,1
843023173159,1
843023173081,1
843023140045,1
843023102692,1
843023102036,1
843023136338,1
0843023155582,1
843023155544,1
843023144746,1
0843023105921,1
843023159610,1
843023172831,1
843023157173,1
