843023176792,1
0843023102333,1
0843023137007,1
843023172084,1
843023155568,1
843023176433,1
843023176693,1
843023136482,1
843023176525,1
843023159733,1
843023139414,1
843023139438,1
843023173241,1
843023159412,1
843023101961,1
843023155605,1
843023169343,1
843023135997,1
843023157821,1
843023175559,1
843023104016,1
843023159672,1
843023176679,1
843023104160,1
843023172749,1
843023174019,1
843023101121,1
843023172800,1
843023176440,1
843023176426,1
843023155216,1
843023172855,1
843023155612,1
843023155704,1
843023172763,1
